date,prix_fuel_domestique_ttc,prix_fuel_domestique_ht,prix_unitaire_gdf_base_ttc,prix_unitaire_gdf_b0_ttc,prix_unitaire_gdf_b1_ttc,prix_unitaire_gdf_b2i_ttc,tarif_fixe_gdf_base_ht,tarif_fixe_gdf_b0_ht,tarif_fixe_gdf_b1_ht,tarif_fixe_gdf_b2i_ht,prix_unitaire_gdf_zone1_base_ht,prix_unitaire_gdf_zone2_base_ht,prix_unitaire_gdf_zone3_base_ht,prix_unitaire_gdf_zone4_base_ht,prix_unitaire_gdf_zone5_base_ht,prix_unitaire_gdf_zone6_base_ht,prix_unitaire_gdf_zone1_b0_ht,prix_unitaire_gdf_zone2_b0_ht,prix_unitaire_gdf_zone3_b0_ht,prix_unitaire_gdf_zone4_b0_ht,prix_unitaire_gdf_zone5_b0_ht,prix_unitaire_gdf_zone6_b0_ht,prix_unitaire_gdf_zone1_b1_ht,prix_unitaire_gdf_zone2_b1_ht,prix_unitaire_gdf_zone3_b1_ht,prix_unitaire_gdf_zone4_b1_ht,prix_unitaire_gdf_zone5_b1_ht,prix_unitaire_gdf_zone6_b1_ht,prix_unitaire_gdf_zone1_b2i_ht,prix_unitaire_gdf_zone2_b2i_ht,prix_unitaire_gdf_zone3_b2i_ht,prix_unitaire_gdf_zone4_b2i_ht,prix_unitaire_gdf_zone5_b2i_ht,prix_unitaire_gdf_zone6_b2i_ht,tarif_fixe_gdf_base_ttc,tarif_fixe_gdf_b0_ttc,tarif_fixe_gdf_b1_ttc,tarif_fixe_gdf_b2i_ttc,tarif_fixe_base_3kva_ht,tarif_fixe_base_6kva_ht,tarif_fixe_base_9kva_ht,tarif_fixe_base_12kva_ht,tarif_fixe_base_15kva_ht,tarif_fixe_base_18kva_ht,tarif_fixe_base_24kva_ht,tarif_fixe_base_30kva_ht,tarif_fixe_base_36kva_ht,tarif_fixe_base_3kva_ttc,tarif_fixe_base_6kva_ttc,tarif_fixe_base_9kva_ttc,tarif_fixe_base_12kva_ttc,tarif_fixe_base_15kva_ttc,tarif_fixe_base_18kva_ttc
1992-11,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-12,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1993-01,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-02,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-03,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-04,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-05,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-06,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-07,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-08,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-09,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-10,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-11,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-12,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1994-01,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-02,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-03,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-04,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-05,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-06,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-07,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-08,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-09,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-10,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-11,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1994-12,0.3106,0.1877,0.0504,0.0397,0.0261,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,31.67,115.23,162.39,,,,,,,,,,25.82,65.6,132.5,198.29,264.09,329.88
1995-01,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-02,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-03,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-04,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-05,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-06,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-07,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-08,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-09,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-10,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-11,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1995-12,0.3047,0.1797,0.04969999999999999,0.0393,0.0259,0.0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38,31.7,114.75,162.21,,,,,,,,,,25.74,65.42,132.4,198.28,264.15,330.03
1996-01,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-02,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-03,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-04,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-05,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-06,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-07,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-08,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-09,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-10,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-11,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1996-12,0.3344,0.2005,0.0499,0.0394,0.026,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,31.91,115.54,163.56,,,,,,,,,,25.99,66.06,133.69,200.21,266.73,333.26
1997-01,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-02,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-03,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-04,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-05,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-06,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-07,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-08,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-09,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-10,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-11,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1997-12,0.3513,0.2128,0.0518,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35,33.1,120.09,169.98,,,,,,,,,,25.99,66.06,133.69,197.02,260.35,323.68
1998-01,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-02,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-03,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-04,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-05,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-06,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-07,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-08,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-09,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-10,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-11,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1998-12,0.3011,0.1703,0.05230000000000001,0.0415,0.0274,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,33.38,121.45,171.49,,,,,,,,,,25.99,66.06,133.82,193.72,253.61,313.51
1999-01,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-02,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-03,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-04,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-05,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-06,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-07,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-08,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-09,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-10,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-11,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
1999-12,0.3285,0.1923,0.0496,0.0394,0.0259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,27.71,100.8,142.21,,,,,,,,,,22.74,57.79,116.42,167.33,218.25,269.16
2000-01,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-02,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-03,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-04,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-05,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-06,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-07,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-08,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-09,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-10,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-11,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2000-12,0.4628,0.319,0.0515,0.04099999999999999,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,28.79,104.04,148.68,,,,,,,,,,22.73,57.79,114.85,164.88,214.91,264.93
2001-01,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,,,,,,,,,,22.8,57.98,114.57,164.46,214.34,264.22
2001-02,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,,,,,,,,,,22.8,57.98,114.57,164.46,214.34,264.22
2001-03,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,,,,,,,,,,22.8,57.98,114.57,164.46,214.34,264.22
2001-04,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,,,,,,,,,,22.8,57.98,114.57,164.46,214.34,264.22
2001-05,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-06,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-07,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-08,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-09,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-10,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-11,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.095,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,22.8,57.98,114.57,164.46,214.34,264.22
2001-12,0.3934,0.2889,0.0595,0.0484,0.0328,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,32.96,116.6,171.6,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,22.8,57.98,114.57,164.46,214.34,264.22
2002-01,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
