date,prix_fuel_domestique_ttc,prix_fuel_domestique_ht,prix_unitaire_gdf_base_ttc,prix_unitaire_gdf_b0_ttc,prix_unitaire_gdf_b1_ttc,prix_unitaire_gdf_b2i_ttc,tarif_fixe_gdf_base_ht,tarif_fixe_gdf_b0_ht,tarif_fixe_gdf_b1_ht,tarif_fixe_gdf_b2i_ht,prix_unitaire_gdf_zone1_base_ht,prix_unitaire_gdf_zone2_base_ht,prix_unitaire_gdf_zone3_base_ht,prix_unitaire_gdf_zone4_base_ht,prix_unitaire_gdf_zone5_base_ht,prix_unitaire_gdf_zone6_base_ht,prix_unitaire_gdf_zone1_b0_ht,prix_unitaire_gdf_zone2_b0_ht,prix_unitaire_gdf_zone3_b0_ht,prix_unitaire_gdf_zone4_b0_ht,prix_unitaire_gdf_zone5_b0_ht,prix_unitaire_gdf_zone6_b0_ht,prix_unitaire_gdf_zone1_b1_ht,prix_unitaire_gdf_zone2_b1_ht,prix_unitaire_gdf_zone3_b1_ht,prix_unitaire_gdf_zone4_b1_ht,prix_unitaire_gdf_zone5_b1_ht,prix_unitaire_gdf_zone6_b1_ht,prix_unitaire_gdf_zone1_b2i_ht,prix_unitaire_gdf_zone2_b2i_ht,prix_unitaire_gdf_zone3_b2i_ht,prix_unitaire_gdf_zone4_b2i_ht,prix_unitaire_gdf_zone5_b2i_ht,prix_unitaire_gdf_zone6_b2i_ht,tarif_fixe_gdf_base_ttc,tarif_fixe_gdf_b0_ttc,tarif_fixe_gdf_b1_ttc,tarif_fixe_gdf_b2i_ttc,tarif_fixe_base_3kva_ht,tarif_fixe_base_6kva_ht,tarif_fixe_base_9kva_ht,tarif_fixe_base_12kva_ht,tarif_fixe_base_15kva_ht,tarif_fixe_base_18kva_ht,tarif_fixe_base_24kva_ht,tarif_fixe_base_30kva_ht,tarif_fixe_base_36kva_ht,tarif_fixe_base_3kva_ttc,tarif_fixe_base_6kva_ttc,tarif_fixe_base_9kva_ttc,tarif_fixe_base_12kva_ttc,tarif_fixe_base_15kva_ttc,tarif_fixe_base_18kva_ttc
2014-03,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-04,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-05,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-06,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-07,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,54.96,66.24,183.84,183.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-08,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,54.96,66.24,183.84,183.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-09,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-10,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-11,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,53.84,87.55,115.99,178.57,204.78,235.52
2014-12,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,53.84,87.55,115.99,178.57,204.78,235.52
2015-01,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-02,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-03,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-04,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-05,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-06,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-07,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-08,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-09,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-10,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-11,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-12,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2016-01,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-02,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-03,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-04,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-05,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-06,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-07,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,62.52,76.44,189.84,189.84,7.6,7.6,7.6,7.6,7.6,7.6,5.85,5.85,5.85,5.85,5.85,5.85,3.87,3.93,3.99,4.05,4.11,4.17,3.87,3.93,3.99,4.05,4.11,4.17,77.76,92.39,235.81,235.81,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,55.12,91.78,114.76,177.06,203.67,233.83
2016-08,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,77.76,92.39,235.81,235.81,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2016-09,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,77.76,92.39,235.81,235.81,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2016-10,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,77.76,92.39,235.81,235.81,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2016-11,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,77.76,92.39,235.81,235.81,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2016-12,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,77.76,92.39,235.81,235.81,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-01,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-02,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-03,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-04,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-05,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-06,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-07,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-08,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,80.93,95.49,238.15,238.15,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-09,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,85.83,92.67,230.71,230.71,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-10,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,85.83,92.67,230.71,230.71,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-11,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,85.83,92.67,230.71,230.71,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2017-12,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,68.52,82.32,193.32,193.32,6.66,6.66,6.66,6.66,6.66,6.66,5.26,5.26,5.26,5.26,5.26,5.26,3.37,3.43,3.49,3.55,3.61,3.67,3.37,3.43,3.49,3.55,3.61,3.67,85.83,92.67,230.71,230.71,0.0983,0.0887,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,56.07,96.5,111.35,172.78,199.59,
2018-01,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-02,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-03,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-04,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-05,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-06,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-07,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-08,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-09,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-10,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-11,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
2018-12,0.6376,0.4351,0.0897,0.0708,0.0476,0.0476,73.32,79.8,186.84,186.84,6.3,6.3,6.3,6.3,6.3,6.3,5.64,5.64,5.64,5.64,5.64,5.64,3.81,3.87,3.93,3.99,4.05,4.11,3.81,3.87,3.93,3.99,4.05,4.11,85.83,92.67,230.71,230.71,0.0975,0.0902,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,0.0915,68.4,102.12,120.12,138.48,157.07999999999998,
